"# sample","citing DOI","reference count","# reference","DOI","reference","key","author","year","article-title","journal-title","volume","issue","first-page","volume-title","edition","series-title","standards-body","ISSN","issn-type","ISBN","isbn-type","component","unstructured"
"52","10.1177/0040517515573408","33","28",NA,"bibr35-0040517515573408, Rashidi F, 129, 417, 2012, Appl Catal A","bibr35-0040517515573408","Rashidi F","2012",NA,"Appl Catal A","129",NA,"417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","10.1159/000479083","20","11","10.4103/1658-354X.152838","ref11, Chatterjee S, Bain J, Christopher S, Gopal TV, et al: Role of regional anesthesia for placement of peritoneal dialysis catheter under ultrasound guidance: our experience with 52 end-stage renal disease patients. Saudi J Anaesth 2015;9:132-135., 10.4103/1658-354X.152838, publisher","ref11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chatterjee S, Bain J, Christopher S, Gopal TV, et al: Role of regional anesthesia for placement of peritoneal dialysis catheter under ultrasound guidance: our experience with 52 end-stage renal disease patients. Saudi J Anaesth 2015;9:132-135."
"54","10.1177/0733464815617286","75","71","10.1093/geront/gnr154","bibr73-0733464815617286, 10.1093/geront/gnr154, publisher","bibr73-0733464815617286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","10.1108/jpbm-06-2016-1207","36","36","10.2307/1251647","ref036, 10.2307/1251647, publisher","ref036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","10.1371/journal.pone.0150871","104","93","10.1111/pala.12103","2, ref93, crossref, 231, 10.1111/pala.12103, The origins of crown group birds: molecules and fossils, 57, G Mayr, 2014, Palaeontology","ref93","G Mayr","2014","The origins of crown group birds: molecules and fossils","Palaeontology","57","2","231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","10.1186/s12936-015-1018-3","51","21",NA,"1018_CR21, WHO. Methods for surveillance of antimalarial drug efficacy. Geneva: World Health Organization, 2009; p. 90.","1018_CR21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHO. Methods for surveillance of antimalarial drug efficacy. Geneva: World Health Organization, 2009; p. 90."
"58","10.1080/02703149.2016.1116866","47","41",NA,"CIT0041, 2013, Healthy places terminology","CIT0041",NA,"2013",NA,NA,"Healthy places terminology",NA,NA,"Healthy places terminology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","10.3390/e17085522","126","125","10.1126/science.1188102","ref125, 10.1126/science.1188102, publisher","ref125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","10.1080/03610926.2014.895841","16","14","10.1002/mana.19881370117","cit0014, 10.1002/mana.19881370117, publisher","cit0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","10.1142/s0129183117501091","51","48","10.1137/S0036144500371907","S0129183117501091BIB048, 10.1137/S0036144500371907, publisher","S0129183117501091BIB048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","10.1007/s13370-015-0322-y","14","5",NA,"1, 322_CR5, 63, 26, RM Ali, 2003, Ali, R.M.: Coefficients of the inverse of strongly starlike functions. Bull. Malays. Math. Sci. Soc. (Second Ser.) 26(1), 63–71 (2003), Bull. Malays. Math. Sci. Soc. (Second Ser.)","322_CR5","RM Ali","2003",NA,"Bull. Malays. Math. Sci. Soc. (Second Ser.)","26","1","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ali, R.M.: Coefficients of the inverse of strongly starlike functions. Bull. Malays. Math. Sci. Soc. (Second Ser.) 26(1), 63–71 (2003)"
"63","10.1111/cup.12954","4","3","10.1016/j.jaad.2006.09.001","2, 10.1111/cup.12954-BIB0003|cup12954-cit-0003, crossref, 290, 10.1016/j.jaad.2006.09.001, Congenital self-healing reticulohistiocytosis (Hashimoto-Pritzker disease): ten-year experience at Dallas Children's Medical Center, 56, Kapur, 2007, J Am Acad Dermatol","10.1111/cup.12954-BIB0003|cup12954-cit-0003","Kapur","2007","Congenital self-healing reticulohistiocytosis (Hashimoto-Pritzker disease): ten-year experience at Dallas Children's Medical Center","J Am Acad Dermatol","56","2","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","10.1017/s0003975616000126","43","30","10.1177/019251219301400301","S0003975616000126_ref19, 10.1177/019251219301400301, publisher","S0003975616000126_ref19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","10.3389/fpsyg.2016.00875","25","5","10.1080/02640410400021542","B5, publisher, 395, 10.1080/02640410400021542, The home advantage in sport competitions: courneya and Carron’s (1992) conceptual framework a decade later., 23, Carron, 2005, J. Sports Sci.","B5","Carron","2005","The home advantage in sport competitions: courneya and Carron’s (1992) conceptual framework a decade later.","J. Sports Sci.","23",NA,"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","10.1007/s12206-017-0739-3","11","6","10.1016/S0924-0136(02)01109-3","1, 739_CR6, crossref, 109, 10.1016/S0924-0136(02)01109-3, 135, P. Gendraud, 2003, P. Gendraud, J. C. Roux and J. M. Bergheau, Vibrations and stresses in band saws: A review of literature for application to the case of aluminium-cutting high-speed band saws, Journal of Materials Processing Technology, 135 (1) (2003) 109–116., Journal of Materials Processing Technology","739_CR6","P. Gendraud","2003",NA,"Journal of Materials Processing Technology","135","1","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P. Gendraud, J. C. Roux and J. M. Bergheau, Vibrations and stresses in band saws: A review of literature for application to the case of aluminium-cutting high-speed band saws, Journal of Materials Processing Technology, 135 (1) (2003) 109–116."
"67","10.1590/s0103-73312015000400016","33","14",NA,"ref14, LEROY J.P., 2010, Desenvolvimento e conflitos ambientais, Amazônia: território do capital e territórios dos povos, p. 92-113","ref14","LEROY J.P.","2010",NA,NA,"Amazônia: território do capital e territórios dos povos, p. 92-113",NA,NA,"Amazônia: território do capital e territórios dos povos, p. 92-113",NA,"Desenvolvimento e conflitos ambientais",NA,NA,NA,NA,NA,NA,NA
"68","10.1080/15332985.2017.1395779","36","20","10.1016/j.jacr.2006.02.010","CIT0020, 10.1016/j.jacr.2006.02.010, publisher","CIT0020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","10.1080/09593330.2016.1140814","38","5","10.1080/09593330.2013.834947","CIT0005, 10.1080/09593330.2013.834947, publisher","CIT0005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","10.17135/jdhs.2015.15.3.308","24","5","10.1111/j.1399-302X.2004.00189.x","HDCTAP_2015_v15n3_308_006, 20, 31, 2005, Oral Microbiol Immunol, 10.1111/j.1399-302X.2004.00189.x, crossref","HDCTAP_2015_v15n3_308_006",NA,"2005",NA,"Oral Microbiol Immunol","20",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","10.1093/pcp/pcw085","33","26","10.1016/S0092-8674(02)00768-7","2016070806222429000_pcw085v2.26, 10.1016/S0092-8674(02)00768-7, publisher","2016070806222429000_pcw085v2.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","10.1186/s12890-016-0221-5","35","19","10.1111/j.1399-6576.1980.tb01541.x","221_CR19, crossref, 231, 10.1111/j.1399-6576.1980.tb01541.x, 24, B Lachmann, 1980, Lachmann B, Robertson B, Vogel J. In vivo lung lavage as an experimental model of the respiratory distress syndrome. Acta Anaesthesiol Scand. 1980;24:231–6., Acta Anaesthesiol Scand","221_CR19","B Lachmann","1980",NA,"Acta Anaesthesiol Scand","24",NA,"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lachmann B, Robertson B, Vogel J. In vivo lung lavage as an experimental model of the respiratory distress syndrome. Acta Anaesthesiol Scand. 1980;24:231–6."
"73","10.1007/s41095-017-0080-x","24","2","10.1109/TMI.2003.815867","8, 80_CR2, publisher, 986, 10.1109/TMI.2003.815867, 22, J. P. W. Pluim, 2003, Pluim, J. P. W.; Maintz, J. B. A.; Viergever, M. A. Mutual-information-based registration of medical images: A survey. IEEE Transactions on Medical Imaging Vol. 22, No. 8, 986–1004, 2003., IEEE Transactions on Medical Imaging","80_CR2","J. P. W. Pluim","2003",NA,"IEEE Transactions on Medical Imaging","22","8","986",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pluim, J. P. W.; Maintz, J. B. A.; Viergever, M. A. Mutual-information-based registration of medical images: A survey. IEEE Transactions on Medical Imaging Vol. 22, No. 8, 986–1004, 2003."
"74","10.1002/hup.2513","23","22","10.1080/10413200903403224","10.1002/hup.2513-BIB0022|hup2513-cit-0022, crossref, 65, 10.1080/10413200903403224, Athletes and energy drinks: reported risk-taking and consequences from the combined use of alcohol and energy drinks, 22, Woolsey, 2010, J Appl Sport Psychol","10.1002/hup.2513-BIB0022|hup2513-cit-0022","Woolsey","2010","Athletes and energy drinks: reported risk-taking and consequences from the combined use of alcohol and energy drinks","J Appl Sport Psychol","22",NA,"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","10.1007/s00436-015-4337-y","57","40","10.1016/j.vetpar.2011.02.006","4337_CR40, crossref, 195, 10.1016/j.vetpar.2011.02.006, 179, VLS Ribeiro, 2011, Ribeiro VLS, dos Santos JC, Martins JR, Schripsema J, Siqueira IR, von Poser GL, Apel MFA (2011) Acaricidal properties of the essential oil and precocene II obtained from Calea serrata (Asteraceae) on the cattle tick Rhipicephalus (Boophilus) microplus (Acari: Ixodidae). Vet Parasitol 179:195–198, Vet Parasitol","4337_CR40","VLS Ribeiro","2011",NA,"Vet Parasitol","179",NA,"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ribeiro VLS, dos Santos JC, Martins JR, Schripsema J, Siqueira IR, von Poser GL, Apel MFA (2011) Acaricidal properties of the essential oil and precocene II obtained from Calea serrata (Asteraceae) on the cattle tick Rhipicephalus (Boophilus) microplus (Acari: Ixodidae). Vet Parasitol 179:195–198"
"76","10.1159/000479872","24","7","10.1161/01.CIR.0000043246.74879.CD","ref7, Assmus B, Schächinger V, Teupe C, Britten M, Lehmann R, Döbert N, Grünwald F, Aicher A, Urbich C, Martin H, Hoelzer D, Dimmeler S, Zeiher AM: Transplantation of progenitor cells and regeneration enhancement in acute myocardial infarction (TOPCARE-AMI). Circulation 2002;106:3009-3017., 10.1161/01.CIR.0000043246.74879.CD, publisher","ref7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assmus B, Schächinger V, Teupe C, Britten M, Lehmann R, Döbert N, Grünwald F, Aicher A, Urbich C, Martin H, Hoelzer D, Dimmeler S, Zeiher AM: Transplantation of progenitor cells and regeneration enhancement in acute myocardial infarction (TOPCARE-AMI). Circulation 2002;106:3009-3017."
"77","10.1017/ipm.2017.67","5","4",NA,"S0790966717000672_ref5, 2014, Philosophical Issues in Psychiatry: Explanation, Phenomenology, and Nosology","S0790966717000672_ref5",NA,"2014",NA,NA,"Philosophical Issues in Psychiatry: Explanation, Phenomenology, and Nosology",NA,NA,"Philosophical Issues in Psychiatry: Explanation, Phenomenology, and Nosology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","10.1080/00111619.2016.1149797","24","20",NA,"CIT0020, Schaub Thomas H., 1981, Pynchon: The Voice of Ambiguity","CIT0020","Schaub Thomas H.","1981",NA,NA,"Pynchon: The Voice of Ambiguity",NA,NA,"Pynchon: The Voice of Ambiguity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","10.1002/eat.22451","104","47","10.1210/jc.2009-1152","10.1002/eat.22451-BIB0047|eat22451-cit-0047, crossref, 407, 10.1210/jc.2009-1152, Preadipocyte factor-1 is associated with marrow adiposity and bone mineral density in women with anorexia nervosa, 95, Fazeli, 2010, J Clin Endocrinol Metab","10.1002/eat.22451-BIB0047|eat22451-cit-0047","Fazeli","2010","Preadipocyte factor-1 is associated with marrow adiposity and bone mineral density in women with anorexia nervosa","J Clin Endocrinol Metab","95",NA,"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","10.1177/0267659117723698","27","13","10.1016/S2352-3026(15)00198-2","bibr13-0267659117723698, 10.1016/S2352-3026(15)00198-2, publisher","bibr13-0267659117723698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","10.1038/ijo.2016.121","36","32","10.2337/diabetes.48.1.86","ijo2016121-bib32, 10.2337/diabetes.48.1.86, publisher","ijo2016121-bib32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","10.1039/c5cp01110h","42","11","10.1103/PhysRevB.90.155442","C5CP01110H-(cit11)/*[position()=1], Thaler, 90, 155442, 2014, Phys. Rev. B: Condens. Matter Mater. Phys., 10.1103/PhysRevB.90.155442, crossref","C5CP01110H-(cit11)/*[position()=1]","Thaler","2014",NA,"Phys. Rev. B: Condens. Matter Mater. Phys.","90",NA,"155442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","10.1093/icesjms/fsx158","81","26",NA,"
key
				20180328162650_fsx158-B25, 19, Directive 2008/56/EC of the European Parliament and of the Council establishing a framework for community action in the field of marine environmental policy (Marine Strategy Framework Directive), L164, European Commission, 2008, Official Journal of the European Union","
key
				20180328162650_fsx158-B25","European Commission","2008","Directive 2008/56/EC of the European Parliament and of the Council establishing a framework for community action in the field of marine environmental policy (Marine Strategy Framework Directive)","Official Journal of the European Union","L164",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","10.1002/ejoc.201500685","48","9","10.1021/la0262304","10.1002/ejoc.201500685-BIB6|cit9, Houseman, 19, 1522, 2003, Langmuir, 10.1021/la0262304, crossref","10.1002/ejoc.201500685-BIB6|cit9","Houseman","2003",NA,"Langmuir","19",NA,"1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","10.1038/ncomms14562","43","39","10.1103/PhysRevB.92.060101","ncomms14562-b39, Lukinov T., 92, 60101, 2015, Phys. Rev. B, 10.1103/PhysRevB.92.060101, crossref","ncomms14562-b39","Lukinov T.","2015",NA,"Phys. Rev. B","92",NA,"60101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","10.1063/1.4961919","31","17","10.1088/0029-5515/53/8/083019","c17, 10.1088/0029-5515/53/8/083019, publisher","c17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","10.1007/s00170-016-9342-5","67","61","10.1115/IJTC2010-41286","9342_CR61, Menezes PL, Lovell MR, Higgs, CF III (2010) Influence of friction and rake angle on the formation of discontinuous rock fragments during rock cutting. The STLE/ASME 2010 International Joint Tribology Conference, San Francisco, California, USA, 10.1115/IJTC2010-41286, crossref","9342_CR61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Menezes PL, Lovell MR, Higgs, CF III (2010) Influence of friction and rake angle on the formation of discontinuous rock fragments during rock cutting. The STLE/ASME 2010 International Joint Tribology Conference, San Francisco, California, USA"
"88","10.1186/s12879-015-0855-6","49","33","10.1016/S0002-9343(01)01127-5","5, 855_CR33, publisher, 369, 10.1016/S0002-9343(01)01127-5, 112, ML MacMillan, 2002, MacMillan ML, Goodman JL, DeFor TE, Weisdorf DJ. Fluconazole to prevent yeast infections in bone marrow transplantation patients: a randomized trial of high versus reduced dose, and determination of the value of maintenance therapy. Am J Med. 2002;112(5):369–79., Am J Med","855_CR33","ML MacMillan","2002",NA,"Am J Med","112","5","369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MacMillan ML, Goodman JL, DeFor TE, Weisdorf DJ. Fluconazole to prevent yeast infections in bone marrow transplantation patients: a randomized trial of high versus reduced dose, and determination of the value of maintenance therapy. Am J Med. 2002;112(5):369–79."
"89","10.1038/ismej.2015.146","75","75","10.1371/journal.pone.0013963","ismej2015146-bib75, 10.1371/journal.pone.0013963, publisher","ismej2015146-bib75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","10.1371/journal.pone.0157702","64","41","10.1111/j.1365-2818.1995.tb03666.x","2, ref41, crossref, 117, 10.1111/j.1365-2818.1995.tb03666.x, X-ray microanalysis of ion distribution in frozen salt/dextran droplets after freeze-substitution and embedding in anhydrous conditions, 180, DA Orlovitch, 1995, Microscopy (Oxford)","ref41","DA Orlovitch","1995","X-ray microanalysis of ion distribution in frozen salt/dextran droplets after freeze-substitution and embedding in anhydrous conditions","Microscopy (Oxford)","180","2","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","10.1111/1467-9256.12102","68","23",NA,"bibr23-1467-9256.12102, Healy S., 2000, Basic Income on the Agenda: Policy Objectives and Political Changes","bibr23-1467-9256.12102","Healy S.","2000",NA,NA,"Basic Income on the Agenda: Policy Objectives and Political Changes",NA,NA,"Basic Income on the Agenda: Policy Objectives and Political Changes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","10.1038/ncomms9875","70","29","10.1146/annurev-pharmtox-010611-134654","ncomms9875-b29, Pl&uuml;ckthun A., 55, 489, 2015, Annu. Rev. Pharmacol. Toxicol., 10.1146/annurev-pharmtox-010611-134654, crossref","ncomms9875-b29","Pl&uuml;ckthun A.","2015",NA,"Annu. Rev. Pharmacol. Toxicol.","55",NA,"489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","10.3382/ps/pev234","34","17","10.3382/ps.2010-00779","2016042918005384000_94.10.2546.17, 10.3382/ps.2010-00779, publisher","2016042918005384000_94.10.2546.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","10.1111/ene.13301","27","26","10.1177/1352458511422926","10.1111/ene.13301-BIB0026|ene13301-cit-0026, crossref, 489, 10.1177/1352458511422926, The effects of heat stress on cognition in persons with multiple sclerosis, 18, Hämäläinen, 2012, Mult Scler","10.1111/ene.13301-BIB0026|ene13301-cit-0026","Hämäläinen","2012","The effects of heat stress on cognition in persons with multiple sclerosis","Mult Scler","18",NA,"489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","10.1080/19440049.2017.1400696","31","5",NA,"CIT0005, EFSA, 689, 1, 2008, EFSA J","CIT0005","EFSA","2008",NA,"EFSA J","689",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","10.1007/s11158-017-9357-2","5","1",NA,"9357_CR1, Bamford, Douglas. 2014. Rethinking Taxation. Searching Finance.","9357_CR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bamford, Douglas. 2014. Rethinking Taxation. Searching Finance."
"97","10.1177/1471301215600895","28","17","10.1111/j.1741-6612.2006.00153.x","bibr17-1471301215600895, 10.1111/j.1741-6612.2006.00153.x, publisher","bibr17-1471301215600895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","10.1177/0141076816671939","19","9",NA,"bibr10-0141076816671939, Scottish Intercollegiate Guidelines Network, 2006, Management of patients with dementia: a national clinical guideline","bibr10-0141076816671939","Scottish Intercollegiate Guidelines Network","2006",NA,NA,"Management of patients with dementia: a national clinical guideline",NA,NA,"Management of patients with dementia: a national clinical guideline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","10.1007/s11587-016-0267-y","38","5","10.1162/1064546054407167","3, 267_CR5, crossref, 339, 10.1162/1064546054407167, 11, E Bilotta, 2005, Bilotta, E., Pantano, P.: Emergent patterning phenomena in $${2D}$$ 2 D cellular automata. Artif. Life 11(3), 339–362 (2005), Artif. Life","267_CR5","E Bilotta","2005",NA,"Artif. Life","11","3","339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bilotta, E., Pantano, P.: Emergent patterning phenomena in $${2D}$$ 2 D cellular automata. Artif. Life 11(3), 339–362 (2005)"
"100","10.1080/1369183x.2017.1341709","41","3","10.1080/13691830902957692","CIT0003, 10.1080/13691830902957692, publisher","CIT0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","10.1002/oby.21349","40","20",NA,"10.1002/oby.21349-BIB0020|oby21349-cit-0020, Institute of Medicine and National Research Council., 2009, Weight Gain During Pregnancy: Reexamining the Guidelines","10.1002/oby.21349-BIB0020|oby21349-cit-0020","Institute of Medicine and National Research Council.","2009",NA,NA,"Weight Gain During Pregnancy: Reexamining the Guidelines",NA,NA,"Weight Gain During Pregnancy: Reexamining the Guidelines",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","10.1128/genomea.00619-17","4","4","10.1093/nar/gkm360","2017070617301373000_5.27.e00619-17.4, 10.1093/nar/gkm360, publisher","2017070617301373000_5.27.e00619-17.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","10.1080/13604813.2015.1071116","43","35","10.2307/2658947","CIT0039, 10.2307/2658947, publisher","CIT0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","10.1063/1.4958956","30","15","10.3390/s110403970","c15, 10.3390/s110403970, publisher","c15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","10.1080/00049158.2016.1241134","92","67","10.1080/02827581.2012.754936","CIT0072, 10.1080/02827581.2012.754936, publisher","CIT0072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","10.1074/jbc.m116.773093","34","23","10.1515/hsz-2013-0258","2017112400252074000_292.47.19198.23, 10.1515/hsz-2013-0258, publisher","2017112400252074000_292.47.19198.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","10.1007/s11589-016-0144-5","11","11",NA,"3, 144_CR11, 45, 22, Z Zhu, 1983, Zhu Z (1983) Jura folds in southern China and its formation mechanism. Earth Sci 22(3):45–53 (in Chinese), Earth Sci","144_CR11","Z Zhu","1983",NA,"Earth Sci","22","3","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhu Z (1983) Jura folds in southern China and its formation mechanism. Earth Sci 22(3):45–53 (in Chinese)"
"108","10.1155/2017/9687976","65","47",NA,"49, 08, 051, 2016, Journal of Cosmology and Astroparticle Physics","49",NA,"2016",NA,"Journal of Cosmology and Astroparticle Physics","08",NA,"051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","10.1007/s10086-015-1470-2","254","62",NA,"10, 1470_CR62, 215, 73, KV Sarkanen, 1990, Sarkanen KV (1990) Chemistry of solvent pulping. Tappi J 73(10):215–219, Tappi J","1470_CR62","KV Sarkanen","1990",NA,"Tappi J","73","10","215",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarkanen KV (1990) Chemistry of solvent pulping. Tappi J 73(10):215–219"
